TITLE = "Visualization of Laplacian smoothing"
VARIABLES = "x", "y"
ZONE STRANDID=9, SOLUTIONTIME=9, DATAPACKING=BLOCK I=5, J=5
0 0 0 0 0 
0.25 0.25 0.25 0.25 0.25 
0.5 0.5 0.5 0.5 0.5 
0.75 0.75 0.75 0.75 0.75 
1 1 1 1 1 
0 0.25 0.5 0.75 1 
0 0.25 0.5 0.75 1 
0 0.25 0.5 0.75 1 
0 0.25 0.5 0.75 1 
0 0.25 0.5 0.75 1 
