TITLE = "Visualization of Laplacian smoothing"
VARIABLES = "x", "y"
ZONE STRANDID=8, SOLUTIONTIME=8, DATAPACKING=BLOCK I=3, J=3
0 0 0 
0.5 0.5 0.5 
1 1 1 
0 0.5 1 
0 0.5 1 
0 0.5 1 
