TITLE = "Visualization of Laplacian smoothing"
VARIABLES = "x", "y", "phi", "phi_exact", "error"
ZONE STRANDID=20, SOLUTIONTIME=20, DATAPACKING=BLOCK I=9, J=9
0 0 0 0 0 0 0 0 0 
0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 
0.375 0.375 0.375 0.375 0.375 0.375 0.375 0.375 0.375 
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 
0.625 0.625 0.625 0.625 0.625 0.625 0.625 0.625 0.625 
0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 
0.875 0.875 0.875 0.875 0.875 0.875 0.875 0.875 0.875 
1 1 1 1 1 1 1 1 1 
0 0.125 0.25 0.375 0.5 0.625 0.75 0.875 1 
0 0.125 0.25 0.375 0.5 0.625 0.75 0.875 1 
0 0.125 0.25 0.375 0.5 0.625 0.75 0.875 1 
0 0.125 0.25 0.375 0.5 0.625 0.75 0.875 1 
0 0.125 0.25 0.375 0.5 0.625 0.75 0.875 1 
0 0.125 0.25 0.375 0.5 0.625 0.75 0.875 1 
0 0.125 0.25 0.375 0.5 0.625 0.75 0.875 1 
0 0.125 0.25 0.375 0.5 0.625 0.75 0.875 1 
0 0.125 0.25 0.375 0.5 0.625 0.75 0.875 1 
0 0 0 0 0 0 0 0 0 
0 0.0149614845021185 0.0276452184800941 0.0361202185504929 0.0390962428619849 0.0361202184699017 0.0276452183964922 0.0149614844328292 -4.55331117820521e-20 
0 0.0228703673494898 0.0422589286602688 0.0552139511333789 0.0597631500251261 0.0552139511452322 0.0422589286385859 0.0228703673716281 -6.64566646282019e-19 
0 0.0184812871354493 0.0341489657554951 0.0446177738580143 0.048293930462665 0.0446177738191594 0.0341489656790564 0.0184812870849662 -2.89157212812643e-18 
0 0.00096553291998488 0.00178407232472354 0.00233100286867045 0.00252305931558834 0.00233100293476098 0.00178407236120008 0.00096553297282577 -7.38380268694326e-18 
0 -0.024779052561578 -0.0457857190782059 -0.0598219249401727 -0.0647507849226159 -0.0598219249909149 -0.0457857191610799 -0.024779052610501 -1.35158069670843e-17 
0 -0.0476997262841095 -0.0881376016835261 -0.115157326201624 -0.124645391694188 -0.115157326258586 -0.088137601730428 -0.0476997263119888 -1.87043471819981e-17 
0 -0.0495943339169095 -0.0916383800462282 -0.119731313610244 -0.12959623993716 -0.11973131361542 -0.0916383801364373 -0.0495943339258665 -1.764077314353e-17 
0 -2.83497489981662e-17 -5.23835057024762e-17 -6.84423485212459e-17 -7.40814642090902e-17 -6.84423485212459e-17 -5.23835057024762e-17 -2.83497489981662e-17 -9.07236280198115e-33 
0 0 0 0 0 0 0 0 0 
-0 -0.000142284024382792 -0.000262906595861197 -0.00034350402137396 -0.000371806073504246 -0.00034350402137396 -0.000262906595861197 -0.000142284024382792 -4.55331117820521e-20 
-0 -0.00207666933365299 -0.00383718458631169 -0.00501352326986933 -0.00542659848329099 -0.00501352326986933 -0.00383718458631169 -0.00207666933365299 -6.64566646282019e-19 
-0 -0.00903572154594352 -0.0166958363955369 -0.0218141615020436 -0.0236114782657307 -0.0218141615020436 -0.0166958363955369 -0.00903572154594353 -2.89157212812643e-18 
-0 -0.0230732563716604 -0.0426338186203254 -0.055703768460574 -0.0602933245086187 -0.055703768460574 -0.0426338186203254 -0.0230732563716604 -7.38380268694326e-18 
-0 -0.0422348337900278 -0.0780397969952455 -0.101963908540459 -0.110364939315519 -0.101963908540459 -0.0780397969952456 -0.0422348337900278 -1.35158069670843e-17 
-0 -0.0584482300099826 -0.10799824683547 -0.141106509586802 -0.152732585387238 -0.141106509586802 -0.10799824683547 -0.0584482300099826 -1.87043471819981e-17 
-0 -0.0551247234781502 -0.101857207513615 -0.133082855043017 -0.144047844291205 -0.133082855043017 -0.101857207513615 -0.0551247234781502 -1.764077314353e-17 
-0 -2.83497489981662e-17 -5.23835057024762e-17 -6.84423485212459e-17 -7.40814642090902e-17 -6.84423485212459e-17 -5.23835057024762e-17 -2.83497489981662e-17 -9.07236280198115e-33 
0 0 0 0 0 0 0 0 0 
0 0.0151037685265013 0.0279081250759553 0.0364637225718669 0.0394680489354891 0.0364637224912757 0.0279081249923534 0.015103768457212 0 
0 0.0249470366831427 0.0460961132465805 0.0602274744032482 0.065189748508417 0.0602274744151016 0.0460961132248976 0.0249470367052811 0 
0 0.0275170086813928 0.0508448021510321 0.066431935360058 0.0719054087283956 0.066431935321203 0.0508448020745933 0.0275170086309097 0 
0 0.0240387892916453 0.0444178909450489 0.0580347713292444 0.0628163838242071 0.058034771395335 0.0444178909815255 0.0240387893444862 0 
0 0.0174557812284498 0.0322540779170396 0.0421419836002859 0.0456141543929035 0.0421419835495436 0.0322540778341657 0.0174557811795268 0 
0 0.0107485037258731 0.0198606451519435 0.025949183385178 0.0280871936930502 0.0259491833282164 0.0198606451050417 0.0107485036979938 0 
0 0.00553038956124067 0.0102188274673866 0.0133515414327728 0.014451604354045 0.0133515414275971 0.0102188273771774 0.00553038955228368 0 
0 0 0 0 0 0 0 0 0 
